Cluster,Size,Percentage,Avg_Age,Avg_CreditScore,Avg_Balance,Avg_Tenure,Avg_NumProducts,Avg_Salary,Active_Member_%,Has_CreditCard_%,Female_%
0,2893,28.93%,38.512616660905636,647.5209125475285,14390.7550708607,5.098167991704114,1.8129968890425163,99344.98223988939,53.30107155202213,71.4483235395783,47.32111994469409
1,2477,24.77%,38.89099717400081,651.3338716188938,61818.14776342349,5.03229713362939,1.5393621316108195,99440.57228098507,52.96729915220024,69.47920872022608,43.964473153007674
2,4630,46.30%,39.1939524838013,651.9775377969762,123132.37288336935,4.94902807775378,1.348596112311015,100903.47033477321,49.611231101511876,70.56155507559396,45.032397408207345
